cycle,queueSize,serverCount,totalGenerated,totalBlocked,totalProcessed
# cycle 1: added server
807,311,6,855,2,536
808,311,6,855,2,536
809,312,6,856,2,537
810,311,6,856,2,539
811,309,6,856,2,539
812,309,6,856,2,539
813,309,6,856,2,539
814,309,6,856,2,539
815,309,6,856,2,539
816,309,6,856,2,541
817,309,6,858,2,541
818,309,6,858,2,542
819,308,6,858,2,542
820,309,6,859,2,544
821,307,6,859,2,544
822,308,6,860,2,545
823,307,6,860,2,545
824,307,6,860,2,546
825,306,6,860,2,546
826,306,6,860,2,546
827,307,6,861,2,546
828,307,6,861,2,546
829,307,6,861,2,546
830,307,6,861,2,547
831,308,6,863,2,548
832,307,6,863,2,548
833,307,6,863,2,548
834,307,6,863,2,548
835,307,6,863,2,550
836,306,6,864,2,550
837,306,6,864,2,551
838,305,6,864,2,553
839,304,6,865,2,553
840,304,6,865,2,553
841,304,6,865,2,553
842,304,6,865,2,553
843,304,6,865,2,555
844,302,6,865,2,557
845,300,6,865,2,557
846,300,6,865,2,557
847,300,6,865,2,558
848,299,6,865,2,558
# cycle 849: removed server
849,299,5,865,2,559
850,299,5,865,2,559
851,301,5,867,2,559
852,301,5,867,2,560
853,300,5,867,2,560
854,300,5,867,2,560
855,301,5,868,2,561
856,300,5,868,2,561
857,300,5,868,2,561
858,300,5,868,2,563
859,298,5,868,2,564
860,297,5,868,2,566
861,295,5,868,2,566
862,297,5,870,2,567
863,296,5,870,2,567
864,296,5,870,2,568
865,295,5,870,2,568
866,297,5,872,2,568
867,297,5,872,2,568
868,297,5,872,2,568
869,297,5,872,2,569
870,296,5,872,2,569
871,298,5,874,2,569
872,298,5,874,2,569
873,298,5,874,2,570
874,297,5,874,2,571
875,296,5,874,2,571
876,297,5,875,2,572
877,296,5,875,2,574
878,294,5,875,2,574
879,294,5,875,2,574
880,294,5,875,2,575
881,294,5,876,2,575
882,295,5,877,2,575
883,295,5,877,2,575
884,295,5,877,2,575
885,296,5,878,2,575
886,296,5,878,2,575
887,296,5,878,2,575
888,296,5,878,2,576
889,295,5,878,2,576
890,296,5,879,2,577
891,295,5,879,2,577
892,295,5,879,2,577
893,296,5,880,2,578
894,295,5,880,2,580
895,293,5,880,2,580
896,293,5,880,2,580
897,293,5,880,2,581
898,292,5,880,2,581
899,292,5,880,2,581
