cycle,queueSize,serverCount,totalGenerated,totalBlocked,totalProcessed
# cycle 1: added server
8874,302,5,4099,9,3784
8875,301,5,4099,9,3785
8876,300,5,4099,9,3785
8877,300,5,4099,9,3785
8878,300,5,4099,9,3787
8879,298,5,4099,9,3788
8880,297,5,4099,9,3788
8881,297,5,4099,9,3789
8882,297,5,4100,9,3789
8883,299,5,4102,9,3790
8884,298,5,4102,9,3790
8885,298,5,4102,9,3790
8886,298,5,4102,9,3790
8887,299,5,4103,9,3790
8888,299,5,4103,9,3791
8889,299,5,4104,9,3791
8890,300,5,4105,9,3791
8891,300,5,4105,9,3792
8892,299,5,4105,9,3793
8893,298,5,4105,9,3794
8894,298,5,4106,9,3794
8895,298,5,4106,9,3794
8896,300,5,4108,9,3796
8897,300,5,4110,9,3798
8898,299,5,4111,9,3798
8899,299,5,4111,9,3799
8900,298,5,4111,9,3799
8901,298,5,4111,9,3800
8902,297,5,4111,9,3801
8903,298,5,4113,9,3801
8904,299,5,4114,9,3801
8905,299,5,4114,9,3801
8906,299,5,4114,9,3803
8907,298,5,4115,9,3803
8908,300,5,4117,9,3803
8909,302,5,4119,9,3804
8910,302,5,4120,9,3804
8911,302,5,4120,9,3805
8912,301,5,4120,9,3805
8913,303,5,4122,9,3805
8914,303,5,4122,9,3805
8915,303,5,4122,9,3805
8916,303,5,4122,9,3807
8917,301,5,4122,9,3809
8918,299,5,4122,9,3810
8919,298,5,4122,9,3811
8920,298,5,4123,9,3811
8921,298,5,4123,9,3811
8922,298,5,4123,9,3811
8923,298,5,4123,9,3812
8924,297,5,4123,9,3813
8925,296,5,4123,9,3813
8926,296,5,4123,9,3814
8927,296,5,4124,9,3814
8928,296,5,4124,9,3816
8929,294,5,4124,9,3818
8930,292,5,4124,9,3818
8931,293,5,4125,9,3818
8932,293,5,4125,9,3818
8933,293,5,4125,9,3819
8934,292,5,4125,9,3819
8935,292,5,4125,9,3819
8936,292,5,4125,9,3823
8937,289,5,4126,9,3823
8938,289,5,4126,9,3823
8939,290,5,4127,9,3823
8940,290,5,4127,9,3823
8941,290,5,4127,9,3823
8942,291,5,4128,9,3824
8943,290,5,4128,9,3824
8944,290,5,4128,9,3824
8945,291,5,4129,9,3824
8946,292,5,4130,9,3824
8947,292,5,4130,9,3824
8948,292,5,4130,9,3824
8949,294,5,4132,9,3824
8950,297,5,4135,9,3824
8951,297,5,4135,9,3825
8952,296,5,4135,9,3826
8953,295,5,4135,9,3828
8954,293,5,4135,9,3828
8955,293,5,4135,9,3828
8956,293,5,4135,9,3829
8957,292,5,4135,9,3830
8958,291,5,4135,9,3830
8959,291,5,4135,9,3830
8960,291,5,4135,9,3830
8961,292,5,4136,9,3830
8962,295,5,4139,9,3830
8963,296,5,4140,9,3830
8964,297,5,4141,9,3831
8965,296,5,4141,9,3832
8966,295,5,4141,9,3833
8967,294,5,4141,9,3833
8968,294,5,4141,9,3833
8969,294,5,4141,9,3833
8970,294,5,4141,9,3833
8971,294,5,4141,9,3833
8972,295,5,4142,9,3833
8973,295,5,4142,9,3834
8974,295,5,4143,9,3834
8975,295,5,4143,9,3835
8976,294,5,4143,9,3837
8977,292,5,4143,9,3837
8978,292,5,4143,9,3837
8979,292,5,4143,9,3837
8980,292,5,4143,9,3837
8981,294,5,4145,9,3838
8982,294,5,4146,9,3838
8983,294,5,4146,9,3839
8984,293,5,4146,9,3839
8985,293,5,4146,9,3841
8986,291,5,4146,9,3841
8987,292,5,4147,9,3842
8988,292,5,4148,9,3842
8989,292,5,4148,9,3842
8990,294,5,4150,9,3842
8991,294,5,4150,9,3842
8992,294,5,4150,9,3842
8993,294,5,4150,9,3842
8994,294,5,4150,9,3842
8995,294,5,4150,9,3843
8996,294,5,4151,9,3843
8997,296,5,4153,9,3843
8998,297,5,4154,9,3844
8999,296,5,4154,9,3844
9000,296,5,4154,9,3846
9001,294,5,4154,9,3846
9002,294,5,4154,9,3847
9003,294,5,4155,9,3847
9004,297,5,4158,9,3847
9005,297,5,4158,9,3848
9006,296,5,4158,9,3849
9007,295,5,4158,9,3849
9008,295,5,4158,9,3849
9009,295,5,4158,9,3849
9010,295,5,4158,9,3849
9011,295,5,4158,9,3850
9012,294,5,4158,9,3850
9013,294,5,4158,9,3850
9014,294,5,4158,9,3851
9015,293,5,4158,9,3851
9016,294,5,4159,9,3851
9017,295,5,4160,9,3852
9018,294,5,4160,9,3852
9019,294,5,4160,9,3853
9020,293,5,4160,9,3854
9021,293,5,4161,9,3854
9022,294,5,4162,9,3855
9023,293,5,4162,9,3855
9024,293,5,4162,9,3855
9025,293,5,4162,9,3855
9026,293,5,4162,9,3855
9027,295,5,4164,9,3857
9028,293,5,4164,9,3857
9029,293,5,4164,9,3858
9030,292,5,4164,9,3858
9031,292,5,4164,9,3859
9032,291,5,4164,9,3861
9033,289,5,4164,9,3861
9034,289,5,4164,9,3861
9035,291,5,4166,9,3861
9036,291,5,4166,9,3861
9037,291,5,4166,9,3861
9038,291,5,4166,9,3861
9039,291,5,4166,9,3861
9040,291,5,4166,9,3863
9041,289,5,4166,9,3863
9042,289,5,4166,9,3863
9043,291,5,4168,9,3863
9044,291,5,4168,9,3864
9045,292,5,4170,9,3864
9046,292,5,4170,9,3864
9047,292,5,4170,9,3865
9048,291,5,4170,9,3865
9049,291,5,4170,9,3865
9050,291,5,4170,9,3866
9051,290,5,4170,9,3866
9052,291,5,4171,9,3867
9053,292,5,4173,9,3869
9054,290,5,4173,9,3870
9055,290,5,4174,9,3871
9056,289,5,4174,9,3871
9057,289,5,4174,9,3872
9058,290,5,4176,9,3873
9059,291,5,4178,9,3874
9060,290,5,4178,9,3875
9061,290,5,4179,9,3876
9062,291,5,4181,9,3877
9063,292,5,4183,9,3879
9064,292,5,4185,9,3879
9065,292,5,4185,9,3879
9066,293,5,4186,9,3879
9067,293,5,4186,9,3879
9068,293,5,4186,9,3879
9069,293,5,4186,9,3880
9070,292,5,4186,9,3880
9071,292,5,4186,9,3880
9072,292,5,4186,9,3880
9073,292,5,4186,9,3880
9074,292,5,4186,9,3880
9075,293,5,4187,9,3880
9076,293,5,4187,9,3880
9077,293,5,4187,9,3881
9078,292,5,4187,9,3881
9079,293,5,4188,9,3882
9080,292,5,4188,9,3882
9081,292,5,4188,9,3883
9082,292,5,4189,9,3884
9083,291,5,4189,9,3885
9084,291,5,4190,9,3885
9085,292,5,4191,9,3886
9086,292,5,4192,9,3886
9087,293,5,4193,9,3887
9088,292,5,4193,9,3887
9089,292,5,4193,9,3888
9090,291,5,4193,9,3888
9091,291,5,4193,9,3888
9092,294,5,4196,9,3889
9093,293,5,4196,9,3889
9094,293,5,4196,9,3889
9095,293,5,4196,9,3890
9096,292,5,4196,9,3890
9097,292,5,4196,9,3890
9098,292,5,4196,9,3890
9099,292,5,4196,9,3892
9100,290,5,4196,9,3892
9101,290,5,4196,9,3893
9102,291,5,4198,9,3893
9103,291,5,4198,9,3895
9104,289,5,4198,9,3895
9105,289,5,4198,9,3896
9106,290,5,4200,9,3897
9107,289,5,4200,9,3897
9108,291,5,4202,9,3897
9109,292,5,4203,9,3897
9110,292,5,4203,9,3897
9111,293,5,4204,9,3897
9112,293,5,4204,9,3897
9113,293,5,4204,9,3897
9114,293,5,4204,9,3898
9115,292,5,4204,9,3898
9116,295,5,4207,9,3898
9117,295,5,4207,9,3900
9118,293,5,4207,9,3901
9119,292,5,4207,9,3902
9120,291,5,4207,9,3903
9121,290,5,4207,9,3903
9122,291,5,4208,9,3904
9123,291,5,4209,9,3904
9124,292,5,4210,9,3904
9125,292,5,4210,9,3906
9126,291,5,4211,9,3907
9127,290,5,4211,9,3908
9128,290,5,4212,9,3908
9129,290,5,4212,9,3908
9130,290,5,4212,9,3908
9131,290,5,4212,9,3909
9132,289,5,4212,9,3909
9133,289,5,4212,9,3909
9134,289,5,4212,9,3910
9135,289,5,4213,9,3911
9136,288,5,4213,9,3911
9137,289,5,4214,9,3912
9138,289,5,4215,9,3912
9139,289,5,4215,9,3912
9140,290,5,4216,9,3912
9141,290,5,4216,9,3913
9142,292,5,4219,9,3913
9143,292,5,4219,9,3916
9144,289,5,4219,9,3916
9145,289,5,4219,9,3916
9146,289,5,4219,9,3917
9147,288,5,4219,9,3918
9148,289,5,4221,9,3918
9149,290,5,4222,9,3918
9150,290,5,4222,9,3918
9151,290,5,4222,9,3918
9152,290,5,4222,9,3921
9153,289,5,4224,9,3922
9154,288,5,4224,9,3923
9155,288,5,4225,9,3923
9156,290,5,4227,9,3924
9157,291,5,4229,9,3924
9158,291,5,4229,9,3924
9159,291,5,4229,9,3924
9160,291,5,4229,9,3924
9161,291,5,4229,9,3924
9162,292,5,4230,9,3925
9163,291,5,4230,9,3926
9164,291,5,4231,9,3926
9165,291,5,4231,9,3926
9166,291,5,4231,9,3928
9167,292,5,4234,9,3928
9168,292,5,4234,9,3928
9169,292,5,4234,9,3928
9170,292,5,4234,9,3928
9171,292,5,4234,9,3932
9172,289,5,4235,9,3932
9173,289,5,4235,9,3933
9174,290,5,4237,9,3934
9175,289,5,4237,9,3934
9176,289,5,4237,9,3935
9177,289,5,4238,9,3936
9178,290,5,4240,9,3936
9179,290,5,4240,9,3936
9180,290,5,4240,9,3936
9181,292,5,4242,9,3936
9182,292,5,4242,9,3936
9183,292,5,4242,9,3936
9184,292,5,4242,9,3938
9185,290,5,4242,9,3938
9186,290,5,4242,9,3939
9187,291,5,4244,9,3940
9188,291,5,4245,9,3940
9189,292,5,4246,9,3940
9190,292,5,4246,9,3940
9191,292,5,4246,9,3941
9192,291,5,4246,9,3941
9193,293,5,4248,9,3942
9194,292,5,4248,9,3942
9195,292,5,4248,9,3943
9196,292,5,4249,9,3943
9197,292,5,4249,9,3943
9198,294,5,4251,9,3944
9199,293,5,4251,9,3945
9200,292,5,4251,9,3945
9201,292,5,4251,9,3945
9202,292,5,4251,9,3945
9203,292,5,4251,9,3945
9204,293,5,4252,9,3945
9205,293,5,4252,9,3946
9206,293,5,4253,9,3947
9207,292,5,4253,9,3948
9208,291,5,4253,9,3949
9209,290,5,4253,9,3950
9210,289,5,4253,9,3950
9211,289,5,4253,9,3950
9212,291,5,4255,9,3950
9213,291,5,4255,9,3950
9214,292,5,4256,9,3952
9215,290,5,4256,9,3952
9216,290,5,4256,9,3952
9217,291,5,4257,9,3954
9218,289,5,4257,9,3955
9219,288,5,4257,9,3955
9220,290,5,4259,9,3957
9221,288,5,4259,9,3958
9222,289,5,4261,9,3958
9223,290,5,4262,9,3958
9224,291,5,4263,9,3958
9225,291,5,4263,9,3958
9226,291,5,4263,9,3958
9227,291,5,4263,9,3958
9228,291,5,4263,9,3958
9229,292,5,4264,9,3958
9230,292,5,4264,9,3960
9231,290,5,4264,9,3960
9232,290,5,4264,9,3960
9233,290,5,4264,9,3960
9234,290,5,4264,9,3961
9235,289,5,4264,9,3962
9236,288,5,4264,9,3963
9237,288,5,4265,9,3964
9238,287,5,4265,9,3964
9239,289,5,4267,9,3964
9240,289,5,4267,9,3964
9241,289,5,4267,9,3964
9242,289,5,4267,9,3966
9243,288,5,4268,9,3966
9244,290,5,4270,9,3966
9245,290,5,4270,9,3967
9246,289,5,4270,9,3967
9247,289,5,4270,9,3967
9248,289,5,4270,9,3968
9249,289,5,4271,9,3968
9250,289,5,4271,9,3969
9251,288,5,4271,9,3969
9252,288,5,4271,9,3969
9253,288,5,4271,9,3970
9254,288,5,4272,9,3970
9255,288,5,4272,9,3970
9256,288,5,4272,9,3970
9257,288,5,4272,9,3971
9258,287,5,4272,9,3971
9259,289,5,4274,9,3971
9260,289,5,4274,9,3972
9261,288,5,4274,9,3972
9262,289,5,4275,9,3973
9263,288,5,4275,9,3973
9264,288,5,4275,9,3974
9265,287,5,4275,9,3974
9266,287,5,4275,9,3975
9267,286,5,4275,9,3975
9268,286,5,4275,9,3977
9269,284,5,4275,9,3978
9270,284,5,4276,9,3978
9271,284,5,4276,9,3978
9272,284,5,4276,9,3979
9273,283,5,4276,9,3980
9274,282,5,4276,9,3980
9275,282,5,4276,9,3980
9276,283,5,4277,9,3980
9277,283,5,4277,9,3980
9278,284,5,4278,9,3982
9279,282,5,4278,9,3982
9280,282,5,4278,9,3982
9281,282,5,4278,9,3982
9282,282,5,4278,9,3982
9283,282,5,4278,9,3983
9284,281,5,4278,9,3983
9285,281,5,4278,9,3984
9286,280,5,4278,9,3984
9287,280,5,4278,9,3984
9288,282,5,4280,9,3985
9289,281,5,4280,9,3988
9290,278,5,4280,9,3988
9291,278,5,4280,9,3989
9292,277,5,4280,9,3989
9293,278,5,4281,9,3989
9294,279,5,4282,9,3990
9295,278,5,4282,9,3990
9296,278,5,4282,9,3990
9297,279,5,4283,9,3990
9298,279,5,4283,9,3991
9299,279,5,4284,9,3992
9300,278,5,4284,9,3992
9301,278,5,4284,9,3992
9302,279,5,4285,9,3994
9303,278,5,4286,9,3994
9304,278,5,4286,9,3995
9305,278,5,4287,9,3995
9306,279,5,4288,9,3995
9307,279,5,4288,9,3995
9308,279,5,4288,9,3996
9309,279,5,4289,9,3998
9310,278,5,4290,9,3998
9311,278,5,4290,9,3998
9312,278,5,4290,9,3998
9313,279,5,4291,9,3998
9314,279,5,4291,9,3998
9315,279,5,4291,9,3998
9316,279,5,4291,9,3998
9317,279,5,4291,9,3998
9318,279,5,4291,9,3999
9319,278,5,4291,9,4001
9320,276,5,4291,9,4001
9321,279,5,4294,9,4001
9322,280,5,4295,9,4001
9323,281,5,4296,9,4001
9324,281,5,4296,9,4004
9325,278,5,4296,9,4005
9326,277,5,4296,9,4005
9327,277,5,4296,9,4005
9328,279,5,4298,9,4006
9329,278,5,4298,9,4006
